protein_ids,symbols,description,log2FoldChange,log2_GiB,log2_DMSO,statistic,p.value,parameter,conf.low,conf.high,method,alternative,padj
A0A087WWF6;P49005;F8W8R3;C9IZD2;C9J8Z7;C9JLE1;C9JHC7;H7C1B3,POLD2,DNA polymerase delta subunit 2,0.04572666040642659,17.93392507194715,17.888198411540724,1.6557150566238985,0.21457592483426516,2.490439292069652,-0.0532679459858636,0.14472126679871677,Welch Two Sample t-test,two.sided,0.28588316814809106
A0A087WWI6;P61962,DCAF7,DDB1- and CUL4-associated factor 7,-0.13068690079299117,16.28939482785525,16.420081728648242,-2.3292275686813384,0.12644825510079305,2.3453941659878317,-0.34103432890579277,0.07966052731981044,Welch Two Sample t-test,two.sided,0.1848502034312441
Q9P2T1;H0YNJ6;F8WAN9;A0A087WWM4;H0YLV5;H0YMB3;H0YLB8;H0YNS9;H0YNH0;H0YL68;H0YKE1;H0YK71;H0YMR9;H0YMW6;H0YK13;H0YN22;H0YMV5,GMPR2,GMP reductase 2;GMP reductase,-0.20981307133151716,17.043698559044383,17.2535116303759,-5.9186374242060324,0.002207608814699851,4.829114473870013,-0.30191754750190875,-0.11770859516112553,Welch Two Sample t-test,two.sided,0.009408891924809834
A0A494C001;A0A499FJY3;A0A087WWP4;Q96T37,RBM15,Putative RNA-binding protein 15,-0.09118008619118001,18.482911872274926,18.574091958466106,-2.925349351743672,0.03636682426345527,4.5907581249821305,-0.17349915000895244,-0.008861022373407561,Welch Two Sample t-test,two.sided,0.0702163573039615
A0A087WWP8;Q5VWQ0;A0A0C4DGT8;A0A0C4DH79,RSBN1,Round spermatid basic protein 1,0.2824222317586589,15.559217248387029,15.27679501662837,3.145635304895301,0.029668962711884857,4.477852049038574,0.04329531051960624,0.5215491529977115,Welch Two Sample t-test,two.sided,0.06017328297537291
A0A087WWS1;Q96FV9;R4GMN4;A0A087WY84;J3KT14;R4GN58,THOC1,THO complex subunit 1,-0.03805301797073213,18.138066576480917,18.17611959445165,-0.9417816794898854,0.43239067685941196,2.360358739443217,-0.1887891035311446,0.11268306758968034,Welch Two Sample t-test,two.sided,0.5107804805935205
A0A087WWU8;D6R904;A0A494C0G0;H0YL80;Q5VU61,TPM3,NA,0.3080595118511731,23.876301961727805,23.56824244987663,11.605944356355481,7.392108569111404e-4,3.4069918732491713,0.22901841826863736,0.3871006054337088,Welch Two Sample t-test,two.sided,0.004792806297776979
A0A087WWW9;O95999,BCL10,B-cell lymphoma/leukemia 10,-0.04118175524622103,14.77184129732803,14.813023052574252,-0.5672223566003277,0.5986547726835445,4.33533660909586,-0.23675586642885857,0.15439235593641654,Welch Two Sample t-test,two.sided,0.6687426780744093
H7BZL1;A0A087WWX7;Q13163,MAP2K5,Dual specificity mitogen-activated protein kinase kinase 5,0.00891311903236236,11.537861021788926,11.528947902756563,0.040530030763709694,0.9698179037578516,3.5982213254382938,-0.6295168943958223,0.647343132460547,Welch Two Sample t-test,two.sided,0.9767637837597801
G3V4M2;G3V5E8;A0A087WX10;P54803,GALC,Galactocerebrosidase,-0.18829474481728958,14.051101589050589,14.239396333867878,-2.7663850655015634,0.039944238196730285,4.952536163863041,-0.36376765097801944,-0.012821838656559718,Welch Two Sample t-test,two.sided,0.07574037644766185
Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;K7EN94;A0A0A0N0M3;K7EJM5;A0A087WV68;A0A087WXQ5;A0A087WXV3;A0A087WX67;A0A087WW61;K7EL26;A0A1W2PNU8;A0A087WZC9;A0A087WYE7;A0A087WTZ4,TARDBP;TDP43,TAR DNA-binding protein 43,-0.23931216031280655,18.491905892863137,18.731218053175944,-14.21730120688044,4.7542533367564396e-5,4.710924231636233,-0.28339230578508506,-0.19523201484052807,Welch Two Sample t-test,two.sided,0.001194027993196876
A0A087WX95;A0A087WVK5;A0A087WW20;Q9BVN2;A0A087WYU8;A0A087WZ68;Q68CX2;A0A087WYB2,RUSC1,RUN and SH3 domain-containing protein 1,0.18415961028188654,14.27095666574659,14.086797055464704,1.973107771126564,0.1328732180939387,3.370102100819512,-0.09524577613186791,0.463564996695641,Welch Two Sample t-test,two.sided,0.19239760207770448
O95299;E7ESZ7;A0A087WXC5;A0A7I2V594;A0A7I2YQU0;A0A7I2V419;A0A7I2V4N8;A0A7I2V2N6;H7C2X4;H7C1Y7;A0A7I2V5B2;A0A7I2V5U7;A0A7I2V2X3;A0A7I2V458;A0A7I2V2W9;A0A7I2V438;A0A7I2V5L0;A0A7I2V327;A0A7I2V3H5;H7C2W5;A0A7I2V2F6;C9J6X0;A0A7I2V2I6;Q8N1B9;A0A7I2V2J5,NDUFA10,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",0.07350681591938724,18.750375672061935,18.676868856142548,1.8640741046531715,0.12196841818895357,4.946033241899767,-0.028193588053303218,0.1752072198920777,Welch Two Sample t-test,two.sided,0.17941255331585443
A0A0D9SEW3;A0A087WXF8;Q9NP64;A0A087WXU5;A0A087WYV3;A0A087WYF0,ZCCHC17,Nucleolar protein of 40 kDa,-0.0035790846992078684,18.35306960450488,18.35664868920409,-0.16743711910730472,0.875992655449298,3.6045708102261926,-0.06558552554255541,0.05842735614413968,Welch Two Sample t-test,two.sided,0.9045576333443838
A0A087WXK8;Q9H4H8,FAM83D,Protein FAM83D,0.05534537861204214,17.581983277642784,17.526637899030742,1.4006876743591352,0.2288764781084567,4.32057406460183,-0.05122348907760058,0.16191424630168483,Welch Two Sample t-test,two.sided,0.3012016289903501
A0A0J9YX89;A0A087WXL0;A0A3B3IT39;A8MZD0;A0A087X1G7;O60613,SEP15,15 kDa selenoprotein,0.26845485457648977,16.48608135582817,16.21762650125168,2.8724160678713626,0.05356808317868025,3.4786632053111544,-0.007110996163026585,0.5440207053160061,Welch Two Sample t-test,two.sided,0.0945191884888961
A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;J3QLC8;A0A0A0MRF8;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81;J3KSJ0,RPL17;RPL17-C18orf32,60S ribosomal protein L17,0.29963949566217707,21.59695778873256,21.297318293070383,6.5480189286801735,0.012623709540908287,2.4848059715113933,0.13534425862132363,0.46393473270303054,Welch Two Sample t-test,two.sided,0.03196153574378286
P50895;A0A087WXM8;K7ENU8,BCAM,Basal cell adhesion molecule,-0.3093227221001502,15.79783393641335,16.1071566585135,-3.980033116322962,0.02178453625540403,3.453447865428454,-0.5392632760044916,-0.0793821681958087,Welch Two Sample t-test,two.sided,0.04790259481857545
Q96CB8;A0A087WXN4;E9PGI3,INTS12,Integrator complex subunit 12,-0.019877790873190193,15.151625508000711,15.171503298873901,-0.4095568849641429,0.7021242332118518,4.208655211053943,-0.15203787462591595,0.11228229287953558,Welch Two Sample t-test,two.sided,0.7604798989926781
A0A087WXN9;Q765P7,MTSS1L,MTSS1-like protein,-0.019142371703447125,12.97620954647392,12.995351918177366,-0.31116382986954894,0.774011331030212,3.3577288821995093,-0.20363519225363286,0.16535044884673863,Welch Two Sample t-test,two.sided,0.8193869953008786
A0A087WXP3;E9PEE8;P18564,ITGB6,Integrin beta;Integrin beta-6,-0.17844841387874766,18.180514464924094,18.358962878802842,-4.194521231618309,0.011346642447140384,4.380889116098663,-0.29262533910678745,-0.06427148865070784,Welch Two Sample t-test,two.sided,0.029530635657149865
Q5TBB1;A0A2R8Y761;A0A2R8Y7R8;A0A2R8YEH2;A0A2R8Y6Y1;A0A2R8Y4S2;A0A2R8Y687;A0A2R8YGP2;A0A2R8Y6Q6;A0A2R8Y6M7;A0A2R8YCJ4;A0A087WZJ6;A0A2R8YCX2;A0A087WXR7;A0A2R8YEU9;A0A2R8Y883;A0A2R8YCP1;A0A2R8YE60;A0A2R8YEC1;A0A2R8Y459;A0A2R8Y7Q3;A0A2R8YEB4,RNASEH2B,Ribonuclease H2 subunit B,0.005868956498311206,17.05066986689405,17.04480091039574,0.10715178101705841,0.91952317285513685,4.263725948507721,-0.14256476184794753,0.15430267484456997,Welch Two Sample t-test,two.sided,0.9388589405086326
A0A087WY03;E5RFV3,SREK1,NA,-0.06194137291511126,17.044449763219916,17.106391136135027,-1.7312282412970854,0.14414747312752083,4.984340773107572,-0.15400083773379508,0.030118091903572577,Welch Two Sample t-test,two.sided,0.20536550453181895
Q9NP79;A0A087WY55;Q5TGM0,VTA1,Vacuolar protein sorting-associated protein VTA1 homolog,0.01652223509186257,18.897696473091873,18.88117423800001,0.7624949116271639,0.48555232360726974,4.288915106639729,-0.04207449461222352,0.07511896479594865,Welch Two Sample t-test,two.sided,0.5625301310084222
A0A087WY61;F5H4J1;F5H6Y5;K4DIE0;F5H763;F5H0Z7;F5H2F3;F5H3L6;F5GZW1;F5H1L0;F8W6T3;F5H4Y4;F5H068;F5H073;F5GWK2;G3V4Z7;F5GWA2;F5H7R5,NUMA1,NA,0.20797950879650529,17.02319333446037,16.815213825663864,4.02718943144373,0.029655640106416387,2.881987032945805,0.03975207093744137,0.37620694665556914,Welch Two Sample t-test,two.sided,0.06016487802462378
A0A087WY71;E9PFW3;Q96CW1;C9JJ47;H7C4C3;C9JJD3;C9JPV8;C9JGT8,AP2M1,AP-2 complex subunit mu,-0.10873604768702094,19.200699875231138,19.30943592291816,-3.664998122157561,0.017824189672570854,4.450789257836661,-0.18792152566651693,-0.029550569707524933,Welch Two Sample t-test,two.sided,0.041256201731533174
D6RAW0;D6RFM0;D6RAH7;H9KV45;A0A0A0MQU3;A0A087WY85;P62837;P61077,UBE2D3;UBE2D2,Ubiquitin-conjugating enzyme E2 D2;Ubiquitin-conjugating enzyme E2 D3,0.053215432681355423,15.73303916720476,15.679823734523405,1.1556557934624163,0.35447487077014156,2.2810151325432977,-0.12326532813862216,0.229696193501333,Welch Two Sample t-test,two.sided,0.4335851423583277
A0A087WYA9;A0A0B4J1R8;Q6PII3,CCDC174,Coiled-coil domain-containing protein 174,0.41855846820502585,13.417647841635866,12.99908937343084,3.771730177380891,0.014313704209615322,4.746017222299875,0.12864111944830706,0.7084758169617447,Welch Two Sample t-test,two.sided,0.03532277099488031
Q9UJZ1;A0A087WYB4;F2Z2I8,STOML2,"Stomatin-like protein 2, mitochondrial",0.12220596213997226,18.946194044349557,18.823988082209585,2.267687601055378,0.07861428951936143,4.494834061941429,-0.02113940576510897,0.2655513300450535,Welch Two Sample t-test,two.sided,0.12714904996510912
A0A0G2JLV0;A0A087WYD6;X5CMH5;Q03519,TAP2,Antigen peptide transporter 2,0.2842079738478631,15.897404206570778,15.613196232722915,4.374953656269395,0.047474111847025574,2.0232947103378,0.007758175705611689,0.5606577719901146,Welch Two Sample t-test,two.sided,0.08617912023186171
Q6UXV4;A0A087WYF7;A0A087WUX8,APOOL,MICOS complex subunit MIC27,0.19752283889543776,19.080130723772434,18.882607884876997,9.438434657446043,0.00416121851337731,2.6420555505933234,0.12551495157755613,0.2695307262133194,Welch Two Sample t-test,two.sided,0.01457093341623305
A0A2R8Y6L7;A0A087WYF8;Q53GG5,PDLIM3,PDZ and LIM domain protein 3,-0.2242231958847949,14.28029046194524,14.504513657830035,-2.1263000122797138,0.09482177495677106,4.367208320178163,-0.5075477414741218,0.05910134970453203,Welch Two Sample t-test,two.sided,0.14669736484343504
Q6UXD5;A0A087WYL5;H3BN26,SEZ6L2,Seizure 6-like protein 2,-0.20233348105074178,14.981599025615637,15.183932506666379,-3.2548390825856472,0.031797625017570365,3.9510159077476903,-0.3757753077566518,-0.028891654344831763,Welch Two Sample t-test,two.sided,0.06332254880174645
A0A087WYL7;G3V4A5;O75586,MED6,Mediator of RNA polymerase II transcription subunit 6,-0.015484131919523136,15.46690859262823,15.482392724547752,-0.3873472117218672,0.7246129841423855,2.966797889116554,-0.14351105886052326,0.11254279502147699,Welch Two Sample t-test,two.sided,0.7795565585185191
Q8IZQ5;A0A087WYP2;H0YE28,SELH;C11orf31,Selenoprotein H,0.7297841520093478,20.03676539550808,19.306981243498733,19.288963386106996,1.4685509511364305e-5,4.576735563378334,0.6297594227399359,0.8298088812787596,Welch Two Sample t-test,two.sided,6.779120763872748e-4
A0A087WYR0;P09132;D6RBG4;A0A2R8Y4M3;A0A2U3TZN1;A0A087WWU9,SRP19,Signal recognition particle 19 kDa protein,0.45720763827844735,17.521684864378557,17.06447722610011,9.263860590977895,2.4640089097106496e-4,4.999900742192871,0.33033864492095605,0.5840766316359387,Welch Two Sample t-test,two.sided,0.0027349750851086542
A0A087WYX9;P05997,COL5A2,Collagen alpha-2(V) chain,-0.8008930960535317,14.671178446475045,15.472071542528576,-17.666470459456022,1.7717673433686406e-5,4.699182920286652,-0.9197079817752867,-0.6820782103317764,Welch Two Sample t-test,two.sided,7.564831471455976e-4
A0A087WZ13;E9PAU2;K7EKR9;K7EQG2,RAVER1,NA,0.17593229118769926,19.917719195025455,19.741786903837756,1.445832432200734,0.23911425448883566,3.17791932001987,-0.19933444668386147,0.55119902905926,Welch Two Sample t-test,two.sided,0.31241657129246914
A0A087X0J3;A0A087WZ15;E9PDI2;P40123;B7Z385;F8WDB9,CAP2,Adenylyl cyclase-associated protein;Adenylyl cyclase-associated protein 2,-0.3267807934617366,16.97097937764025,17.297760171101988,-11.80500385750959,1.104899153977391e-4,4.720144807910569,-0.3992263514845846,-0.25433523543888864,Welch Two Sample t-test,two.sided,0.001816031794805317
E9PPX7;A0A087WZ16;Q0D2I5,IFFO1,Intermediate filament family orphan 1,0.17891025170508534,12.722841312259025,12.54393106055394,0.6994080522498335,0.527488246589602,3.5412402318648337,-0.5691110315548327,0.9269315349650034,Welch Two Sample t-test,two.sided,0.6028042985346656
A0A087WZC1;Q6IN84,MRM1,"rRNA methyltransferase 1, mitochondrial",0.00901478334579231,11.980991964318035,11.971977180972242,0.04755482854486211,0.9639141603948664,4.994081595258495,-0.47845413369459383,0.4964837003861784,Welch Two Sample t-test,two.sided,0.9722199294335051
A0A087WZD4;K7ENL9;Q96DM3;K7EIS6;K7EL80;K7EQJ3;K7EQ65,C18orf8,Uncharacterized protein C18orf8,0.065562145378955,17.14153261662699,17.075970471248034,1.1652076131044133,0.2977106967551639,4.880052619889767,-0.08015132981355319,0.21127562057146318,Welch Two Sample t-test,two.sided,0.3746388207391244
A0A087WZG4;A0A590UK10;A0A3B3IPE9;Q6ZSZ5;M0QZS0,ARHGEF18,Rho guanine nucleotide exchange factor 18,0.06937382752861154,19.150958787710557,19.081584960181946,1.234376946773353,0.273879253036621,4.815887940074847,-0.07677385321764311,0.2155215082748662,Welch Two Sample t-test,two.sided,0.3488009527210123
A0A087WZK9;B3KS98;O15372;E5RJT0;E5RGU4;E5RHC7;E5RH59;E5RFW7;E5RFH0,EIF3H,Eukaryotic translation initiation factor 3 subunit H,0.4085356044056532,20.634798121001946,20.226262516596293,8.764566508157081,0.003003545915024343,3.031487526553352,0.26106268447772546,0.556008524333581,Welch Two Sample t-test,two.sided,0.011601793443125851
A0A087WZL0,PHLDB1,NA,0.009937115836958554,14.443078751493394,14.433141635656435,0.10627900516544238,0.9219307490813056,3.0679484241260333,-0.283928725956029,0.30380295762994614,Welch Two Sample t-test,two.sided,0.9407310180927706
A0A087WZM8;Q8TBM7,TMEM254,Transmembrane protein 254,0.360772658341487,12.93566586284644,12.574893204504953,2.8699700100317664,0.051442308975516535,3.605612891181954,-0.003827211236097667,0.7253725279190717,Welch Two Sample t-test,two.sided,0.09168143973205842
A0A087WZN1;O43837;A0A087X2E5;A0A0D9SG66,IDH3B,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",0.0273909960481582,20.229610688410684,20.202219692362526,0.5512460199842256,0.6113875699954274,3.9180525115470664,-0.11171391018762894,0.16649590228394534,Welch Two Sample t-test,two.sided,0.680184236476583
A0A087WZT0;M0QZ22;Q5PRF9;M0R0X3,SAMD4B,Protein Smaug homolog 2,0.20554273754544283,13.814141944081786,13.608599206536343,2.0526220044883745,0.09562651353048522,4.973299966161916,-0.052282988460168,0.46336846355105366,Welch Two Sample t-test,two.sided,0.14766355622905317
A0A087WZT2;Q6UX53,METTL7B,Methyltransferase-like protein 7B,0.13014782491135435,16.732457324286184,16.60230949937483,2.9583198565871083,0.03990649850512808,4.1375364819064915,0.009586121222351474,0.2507095286003573,Welch Two Sample t-test,two.sided,0.0756907111403688
A0A087WZT3;Q9H3K6;H3BV85;H3BTW0;A0A0B4J295,BOLA2;BOLA2B,BolA-like protein 2,0.4698724874248619,21.134844197399556,20.664971709974694,10.273295286656317,9.503553559391014e-4,3.5207940870252314,0.3357698045963078,0.6039751702534161,Welch Two Sample t-test,two.sided,0.005508027726066144
A0A087WZV0;O43314;D6RBU4;F8W9A8;B7WPL9;Q6PFW1;A0A087WWN8;D6RFG4,PPIP5K2,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,-0.36016640682314005,18.648002691780107,19.008169098603247,-16.268460436243465,3.3892165994628913e-4,3.213720067204061,-0.42804446195224183,-0.2922883516940383,Welch Two Sample t-test,two.sided,0.003089890794086127
A0A087WZX0;Q86UU0,BCL9L,B-cell CLL/lymphoma 9-like protein,0.027162663767214212,17.519251183027365,17.49208851926015,0.42208855377038584,0.6977570895052366,3.4725295260240214,-0.16273963114444978,0.21706495867887823,Welch Two Sample t-test,two.sided,0.7562496232980863
J3KPF9;A0A087X011;E9PES4;Q9Y496;C9J9X2;H7C2F6,KIF3A,Kinesin-like protein;Kinesin-like protein KIF3A,-0.008011277263157979,16.558920360369505,16.566931637632663,-0.18243370930056094,0.8624093328901375,4.999421500396986,-0.12089809325938762,0.10487553873307166,Welch Two Sample t-test,two.sided,0.8927816135652009
Q9Y3A5;A0A087X020;F8WE72,SBDS,Ribosome maturation protein SBDS,-0.26776988934174284,19.80876109775154,20.07653098709328,-7.534313073929541,7.050221944385545e-4,4.912070045727108,-0.35962259204873287,-0.17591718663475278,Welch Two Sample t-test,two.sided,0.004649316382841775
G3V2W9;A0A087X060;Q56P03,EAPP,E2F-associated phosphoprotein,-0.2985914236602021,16.878010100077493,17.176601523737695,-3.8496552747873585,0.059709078992830254,2.033975049006967,-0.6270332703270801,0.029850423006675886,Welch Two Sample t-test,two.sided,0.10275479464373913
A0A087X0B7;H7C3C7;Q5SQN1,SNAP47,Synaptosomal-associated protein 47,0.06692063451196617,14.589668642637394,14.522748008125427,0.5846775205233005,0.5937859106631339,3.560462524582975,-0.26694989928837365,0.40079116831230605,Welch Two Sample t-test,two.sided,0.6645636793173813
A0A087X0G5;Q8IZL2,MAML2,Mastermind-like protein 2,-0.6450220154249724,13.922439821360117,14.567461836785089,-13.259338781178352,7.860098185935117e-5,4.584917928344277,-0.7735551965531986,-0.5164888342967462,Welch Two Sample t-test,two.sided,0.001533420940738235
Q5T8P6;A0A087X0H9;E2PSN0,RBM26,RNA-binding protein 26,0.09407637505596256,20.65429157414378,20.560215199087818,3.594325298435333,0.032812985199342226,3.22342476563985,0.013953162151758328,0.1741995879601668,Welch Two Sample t-test,two.sided,0.06482493007284156
A0A7I2V550;B4DIB3;A0A087X0I6;Q9P0L2;A0A7I2V4P8;A0A7I2YQC1,MARK1,Serine/threonine-protein kinase MARK1,0.25585231205534953,12.910634851249823,12.654782539194473,1.8612091957476022,0.12189616331395474,4.990157207663274,-0.09772410667536953,0.6094287307860686,Welch Two Sample t-test,two.sided,0.17941255331585443
A0A087X0K9;G3V1L9;Q07157;A0A0G2JNH2;A0A7I2V5U5;G5E9E7;H0YKB1;H0Y3R8,TJP1,Tight junction protein ZO-1,0.1373267082199554,20.851958488409142,20.714631780189187,10.88698704434558,5.665698045804948e-4,3.7499557450912935,0.10136460543283794,0.17328881100707288,Welch Two Sample t-test,two.sided,0.00412651674336127
A0A087X0L7;J3KNA0;Q15070;E7EVY0;C9JC63,OXA1L,Mitochondrial inner membrane protein OXA1L,-0.2732974353009858,17.512718610911268,17.786016046212254,-6.302573761559287,0.0029800010057408097,4.1000460910868375,-0.3925421572445378,-0.1540527133574338,Welch Two Sample t-test,two.sided,0.01155683588984402
A0A087X0M4;Q9BWU0;H7C256;A0A087WWF4,SLC4A1AP,Kanadaptin,0.4021148155166152,18.85530588832357,18.453191072806955,6.685064339380353,0.01695144765541563,2.19529473531748,0.16416349034008776,0.6400661406931427,Welch Two Sample t-test,two.sided,0.039919875511892806
A0A3B3ISI6;A0A087X0N2;O15243,LEPROT,Leptin receptor gene-related protein,0.24937901241033344,14.97586622554776,14.726487213137426,5.033838654411496,0.007712314360946174,3.9200698391707602,0.11071930378330487,0.38803872103736203,Welch Two Sample t-test,two.sided,0.022388937394155078
A0A087X0Q9;Q9BVL4,SELO,Selenoprotein O,-0.23898805347896257,11.91687658638038,12.155864639859342,-0.9319722704197719,0.40459323177163825,3.960941907453571,-0.9537363884670677,0.4757602815091425,Welch Two Sample t-test,two.sided,0.48414146406011527
O15550;A0A6Q8PG92;A0A6Q8PHB6;F8W8R6;A0A6Q8PFK0;F5H6S1;A0A6Q8PG32;F5H5V6;A0A6Q8PGN0;A0A6Q8PFD0;A0A6Q8PHJ0;A0A087X0R0;A0A087X248;A0A096LPD8;H0Y6I7;F5H3N7;A0A087X2I9;F5GWV3;A0A087X0Y2;O14607;F5H8B4;A0A6Q8PGG6;A0A087WUN6;A0A6Q8PH94,KDM6A;UTY,Lysine-specific demethylase 6A;Histone demethylase UTY,-0.21784000341961018,16.172020815517794,16.389860818937404,-10.043872054215525,0.0011956588118532533,3.4071217803622558,-0.28242435314954134,-0.15325565368967903,Welch Two Sample t-test,two.sided,0.00636025811614044
